1.014336,0.0,0.0,0.000228,0.00788
2.014336,0.0,0.0,0.000228,0.00788
3.014336,0.0,0.0,0.000228,0.00788
4.014336,0.0,0.0,0.000228,0.00788
5.014336,0.0,0.0,0.000228,0.00788
6.514336,0.0,0.0,0.000228,0.00788
7.514336,0.0,0.0,0.000228,0.00788
8.514336,0.0,0.0,0.000228,0.00788
9.514336,0.0,0.0,0.000228,0.00788
10.014336,0.0,0.0,0.000228,0.00788
11.014336,0.0,0.0,0.000228,0.00788
12.014336,0.0,0.0,0.000228,0.00788
13.014336,0.0,0.0,0.000228,0.00788
14.014336,0.0,0.0,0.000228,0.00788
15.014336,0.0,0.0,0.000228,0.00788
16.014336,0.0,0.0,0.000228,0.00788
17.014336,0.0,0.0,0.000228,0.00788
18.014336,0.0,0.0,0.000228,0.00788
19.014336,0.0,0.0,0.000228,0.00788
20.014336,0.0,0.0,0.000228,0.00788
21.014336,0.0,0.0,0.000228,0.00788
22.014336,0.0,0.0,0.000228,0.00788
23.014336,0.0,0.0,0.000228,0.00788
24.014336,0.0,0.0,0.000228,0.00788
25.014336,0.0,0.0,0.000228,0.00788
26.014336,0.0,0.0,0.000228,0.00788
27.014336,0.0,0.0,0.000228,0.00788
28.014336,0.0,0.0,0.000228,0.00788
29.014336,0.0,0.0,0.000228,0.00788
30.014336,0.0,0.0,0.000228,0.00788
31.014336,0.0,0.0,0.000228,0.00788
32.014336,0.0,0.0,0.000228,0.00788
33.014336,0.0,0.0,0.000228,0.00788
34.014336,0.0,0.0,0.000228,0.00788
35.014375,0.0,0.0,0.000229,0.00788
36.014375,0.0,0.0,0.000229,0.00788
37.014375,0.0,0.0,0.000229,0.00788
38.014375,0.0,0.0,0.000229,0.00788
39.014375,0.0,0.0,0.000229,0.00788
40.014375,0.0,0.0,0.000229,0.00788
41.014336,0.10,0.0174533,0.000228,0.00788
42.014336,0.15,0.02617,0.000228,0.00788
43.014336,0.20,0.03491,0.000228,0.00788
44.014336,0.25,0.04363,0.000228,0.00788
45.014336,0.30,0.05224,0.000228,0.00788
46.514336,0.35,0.06108,0.000228,0.00788
47.514336,0.40,0.06981,0.000228,0.00788
48.514336,0.45,0.07853,0.000228,0.00788
49.514336,0.50,0.08726,0.000228,0.00788
51.514336,0.55,0.09599,0.000228,0.00788
52.514336,0.60,0.10472,0.000228,0.00788
53.514336,0.65,0.11344,0.000228,0.00788
54.514336,0.70,0.1221,0.000228,0.00788
55.514336,0.75,0.1309,0.000228,0.00788
56.514336,0.80,0.1396,0.000228,0.00788
57.514336,0.85,0.1484,0.000228,0.00788
58.514336,0.90,0.15708,0.000228,0.00788
59.514336,0.95,0.1745,0.000228,0.00788
60.514336,1.00,0.1833,0.000228,0.00788
61.514336,1.05,0.1833,0.000228,0.00788
62.514336,1.10,0.1833,0.000228,0.00788
63.514336,1.15,0.1833,0.000228,0.00788
64.514336,1.20,0.1833,0.000228,0.00788
65.514336,1.25,0.1833,0.000228,0.00788
66.514336,1.30,0.1833,0.000228,0.00788
67.514336,1.45,0.1833,0.000228,0.00788
68.514336,1.55,0.1833,0.000228,0.00788
69.514336,1.65,0.1833,0.000228,0.00788
70.514336,1.75,0.1833,0.000228,0.00788
71.514336,1.80,0.1833,0.000228,0.00788
72.514336,1.85,0.1833,0.000228,0.00788
73.514336,1.90,0.1833,0.000228,0.00788
74.514336,1.85,0.1833,0.000228,0.00788
75.514336,2.00,0.1833,0.000228,0.00788
76.514336,2.05,0.1833,0.000228,0.00788
77.514336,2.10,0.1833,0.000228,0.00788
78.514336,2.15,0.1833,0.000228,0.00788
79.514336,2.20,0.1833,0.000228,0.00788
80.514336,2.25,0.1833,0.000228,0.00788
81.514336,2.30,0.2182,0.000228,0.00788
82.514336,2.35,0.2182,0.000228,0.00788
83.514336,2.40,0.2182,0.000228,0.00788
84.514336,2.45,0.2182,0.000228,0.00788
85.514336,2.50,0.2182,0.000228,0.00788
86.514336,2.55,0.2182,0.000228,0.00788
87.514336,2.60,0.2182,0.000228,0.00788
88.514336,2.65,0.2182,0.000228,0.00788
89.514336,2.70,0.2182,0.000228,0.00788

